Place Name:Latitude:Longitude
Nanjangud_ Mysore_ Karnataka_ India:12.120000:76.680000
Palwal_ Haryana_ India:28.148735:77.332024
Gohana_ Haryana_ India:29.138407:76.693245
Munger_ Bihar_ India:25.375710:86.474373
Yavatmal_ Maharashtra_ India:20.388794:78.120407
Bokaro Steel City_ Jharkhand_ India:23.669296:86.151115
Jetpur_ Gujarat_ India:21.761524:70.627625
Basirhat_ West Bengal_ India:22.657402:88.867180
Konnagar_ Mirpur_ West Bengal_ India:22.700474:88.319069
Ranchi_ Jharkhand_ India:23.344315:85.296013
Gudur_ Andhra Pradesh_ India:14.146319:79.850388
Gola Gokarannath_ Uttar Pradesh_ India:28.078636:80.471588
Shikohabad_ Uttar Pradesh_ India:27.108416:78.584602
Tirumangalam_ Tamil Nadu_ India:9.823619:77.986565
Anakaputhur_ Sriperumbudur_ Tamil Nadu_ India:12.946366:79.959244
Suryapet_ Telangana_ India:17.143908:79.623924
Udupi_ Karnataka_ India:13.340881:74.742142
Nandyal_ Andhra Pradesh_ India:15.478569:78.483093
